zip_2,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_bal,revol_util,mort_acc,credit_history,credit_line_ratio,balance_annual_income,fico_avg_score,installment_amnt_ratio
46,1.2793564396061794,13.297476186664532,5.188505563115345,23.01592892019531,6.2462579044264785,3.851596894260786,11.047979763790222,1.0875690386616506,2.427119186744577,19.348166973505162,15175.788601616905,52.804810693988635,2.063395501480829,5977.718642439766,0.4880953488990917,0.22198131180178027,694.8680461058193,0.03086478733107161
47,1.296501328609389,13.338159875996457,5.1933126660761735,22.99645704162976,6.424601417183348,3.904118689105403,10.97099437088381,1.0965456155890168,2.426040744021258,19.90785208148804,14480.283436669619,53.95507085916741,2.0938883968113373,5952.539636846767,0.46977277378236215,0.23372776485778776,695.7544286979628,0.03069907865920312
48,1.2496367917439006,13.195361454836931,5.230349180902761,23.18706477631381,6.35915034316918,3.841190321126196,11.077781285526068,1.08326236160513,2.6270727919442916,18.314268323230298,15735.434797855818,52.47343770352187,1.7377886879414859,6089.6586844346475,0.5040100849723689,0.21318442567191268,695.5336656480137,0.031125431049751122
49,1.2626304801670145,13.214276965901183,5.221711899791232,23.175922059846904,6.480027835768963,3.892136395267919,10.961522114282701,1.0484342379958247,2.4983994432846206,18.99166040361865,14867.074599860822,54.81607933194155,1.9750869867780096,5966.994432846207,0.47990581357125006,0.22413014160202327,696.9903270702853,0.030983226737995723
50,1.1666666666666667,13.956666666666665,4.875,21.291666666666668,6.208333333333333,3.7916666666666665,11.042702427156463,1.1666666666666667,2.5833333333333335,17.552083333333332,11247.083333333334,48.32083333333333,1.4583333333333333,5518.041666666667,0.4588973777931115,0.20663138399613942,686.5833333333334,0.03240756685770247
51,1.2857142857142858,13.484285714285715,5.142857142857143,21.714285714285715,3.857142857142857,3.2857142857142856,11.140791872546767,1.2857142857142858,3.4285714285714284,17.507142857142856,18150.14285714286,54.542857142857144,0.42857142857142855,5082.857142857143,0.53142624571196,0.22644361367735502,688.4285714285714,0.030881843566918716
52,1.1111111111111112,10.453333333333333,5.555555555555555,25.444444444444443,3.9722222222222223,3.7222222222222223,10.899123819340822,0.5,2.611111111111111,15.268333333333333,13271.388888888889,47.74444444444444,1.1111111111111112,5106.833333333333,0.41000887556428584,0.19796422681496717,715.3333333333334,0.030967137918994803
53,1.2409734012450482,12.773314091680815,5.344199207696661,23.77645727221279,6.2377475947934355,3.707187323146576,11.035296762372042,1.0517260894170912,2.403056027164686,18.38035427277872,17147.93808715337,54.27460441426146,2.032937181663837,6128.0393887945675,0.4776068561892193,0.22154998478774549,698.9072439162422,0.03100909116647723
54,1.2598621217924166,13.021317502872462,5.283799310608962,23.464189965530448,6.428667177326695,3.8025660666411336,10.94904986301751,1.0382995021064727,2.382803523554194,19.50291076216009,15335.286480275756,55.225028724626576,2.2541171964764457,6064.260628111834,0.4518064260111924,0.22938664681403761,698.0743010340866,0.0309332398335216
55,1.258175667209623,13.02379401077559,5.284989349705551,23.45138453827841,5.87689512592407,3.725786242325523,11.07725851561444,1.0862047362485905,2.469803282796642,18.332458338554066,17592.437539155493,55.54408595414108,1.7972685127177046,5834.369565217391,0.4972061726119191,0.21444670456579126,696.8431274276406,0.030943775819001165
56,1.2452006980802792,13.213394415357767,5.224549156486329,23.199243746364164,6.106602675974404,3.8915066899360093,10.889234125359765,1.0386852821407795,2.4575334496800467,19.231678301337986,13491.395869691682,56.0630599185573,1.8030831878999418,5787.762070971495,0.4831312900136589,0.23496557477591543,696.9752763234438,0.03119131240076954
57,1.2384823848238482,13.29756549232159,5.203703703703703,23.125564588979223,6.008355916892502,3.8405600722673894,10.92018486717227,1.0727190605239385,2.44579945799458,20.596377597109303,14901.045618789522,58.00749774164409,1.8608852755194218,5829.331074977416,0.4371239822519717,0.23382543875044354,696.453477868112,0.031298775305602114
58,1.2097777777777778,13.30072,5.144888888888889,22.773333333333333,5.043111111111111,3.7057777777777776,11.0520984964942,1.2062222222222223,2.481777777777778,19.994106666666667,14212.691555555555,55.84888888888889,1.3813333333333333,5401.085333333333,0.4960846935468042,0.22680201528373126,693.4848888888889,0.03161759485629012
59,1.2448436460412509,12.958283433133731,5.316699933466401,23.61410512308716,6.008982035928144,3.78210246174318,10.944476380655676,1.0901530272787758,2.510978043912176,19.347145708582833,14628.151696606787,56.145741849634064,1.791084497671324,5852.312707917498,0.4583628904243012,0.23049246025524295,698.1327345309381,0.031066524292140324
